#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	pfam_name	pfam_acc	pfam_desc	Taxonomy
metaerg.pl|16486	NODE_13247_length_226_cov_2.04678	1	225	225	1	No	0	PRAI	PF00697	"N-(5'phosphoribosyl)anthranilate (PRA) isomerase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|16434	NODE_13356_length_226_cov_1.83626	3	224	222	-1	No	0	HsdM_N	PF12161	"HsdM N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|16475	NODE_13289_length_226_cov_1.07602	2	226	225	-1	No	0	DUF2586	PF10758	"Protein of unknown function (DUF2586)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I
metaerg.pl|16419	NODE_13288_length_226_cov_1.09357	2	226	225	-1	No	0	RdgC	PF04381	"Putative exonuclease, RdgC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|16415	NODE_13328_length_226_cov_1.09357	3	224	222	-1	No	0	Oxidored_FMN	PF00724	"NADH:flavin oxidoreductase / NADH oxidase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16429	NODE_13241_length_226_cov_1.09357	1	225	225	1	No	0	PmbA_TldD	PF01523	"Putative modulator of DNA gyrase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|16427	NODE_13274_length_226_cov_1.08187	1	225	225	1	No	0	AAA	PF00004	"ATPase family associated with various cellular activities (AAA)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|16420	NODE_13239_length_226_cov_2.45029	1	225	225	1	No	0	Mannitol_dh_C	PF08125	"Mannitol dehydrogenase C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16489	NODE_13346_length_226_cov_0.923977	3	224	222	1	No	0	ABC_tran	PF00005	"ABC transporter"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|16414	NODE_13355_length_226_cov_1.00585	2	226	225	1	No	0	BPD_transp_1	PF00528	"Binding-protein-dependent transport system inner membrane component"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|16480	NODE_13332_length_226_cov_1.5614	1	225	225	-1	No	0	TMP_2	PF06791	"Prophage tail length tape measure protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_J
metaerg.pl|16482	NODE_13331_length_226_cov_1.08772	1	225	225	1	No	0	2-Hacid_dh_C	PF02826	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|16440	NODE_13265_length_226_cov_1.09357	3	224	222	1	No	0	tRNA_U5-meth_tr	PF05958	"tRNA (Uracil-5-)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|16437	NODE_13258_length_226_cov_2.25731	3	224	222	1	No	0	Transpeptidase	PF00905	"Penicillin binding protein transpeptidase domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|16491	NODE_13287_length_226_cov_1.08772	2	226	225	-1	No	0	Pept_tRNA_hydro	PF01195	"Peptidyl-tRNA hydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16477	NODE_13347_length_226_cov_0.912281	2	226	225	1	No	0	Phage_fiber_2	PF03406	"Phage tail fibre repeat"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_E
metaerg.pl|16432	NODE_13337_length_226_cov_1.37427	1	225	225	-1	No	0	Epimerase	PF01370	"NAD dependent epimerase/dehydratase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16432	NODE_13337_length_226_cov_1.37427	1	225	225	-1	No	0	RmlD_sub_bind	PF04321	"RmlD substrate binding domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16447	NODE_13246_length_226_cov_1.63743	2	226	225	-1	No	0	Glyphos_transf	PF04464	"CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_P
metaerg.pl|16476	NODE_13317_length_226_cov_1.08772	2	226	225	-1	No	0	MutS_V	PF00488	"MutS domain V"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|16495	NODE_13329_length_226_cov_1.08772	3	224	222	1	No	0	DUF4055	PF13264	"Domain of unknown function (DUF4055)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leminorella;s__Leminorella grimontii
metaerg.pl|16458	NODE_13316_length_226_cov_1.09942	2	226	225	1	No	0	AA_permease_2	PF13520	"Amino acid permease"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|16411	NODE_13335_length_226_cov_2.66082	3	224	222	-1	No	0	Peptidase_M16	PF00675	"Insulinase (Peptidase family M16)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|16452	NODE_13333_length_226_cov_1.15205	2	226	225	-1	No	0	LpxK	PF02606	"Tetraacyldisaccharide-1-P 4'-kinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16531	NODE_13431_length_225_cov_1.1	3	224	222	-1	No	0	Phage-tail_3	PF13550	"Putative phage tail protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_P
metaerg.pl|16543	NODE_13454_length_225_cov_0.923529	3	224	222	-1	No	0	BPD_transp_1	PF00528	"Binding-protein-dependent transport system inner membrane component"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|16520	NODE_13452_length_225_cov_1.27059	2	223	222	-1	No	0	Glyco_hydro_36	PF17167	"Glycosyl hydrolase 36 superfamily, catalytic domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16517	NODE_13447_length_225_cov_1.04706	2	223	222	-1	No	0	DUF262	PF03235	"Protein of unknown function DUF262"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16565	NODE_13467_length_225_cov_1.38824	3	224	222	1	No	0	IPPT	PF01715	"IPP transferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16574	NODE_13371_length_225_cov_1.1	3	224	222	-1	No	0	TonB_dep_Rec	PF00593	"TonB dependent receptor"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16571	NODE_13397_length_225_cov_1.14118	1	225	225	1	No	0	tRNA-synt_1g	PF09334	"tRNA synthetases class I (M)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16532	NODE_13420_length_225_cov_1.09412	2	223	222	-1	No	0	PLDc	PF00614	"Phospholipase D Active site motif"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|16532	NODE_13420_length_225_cov_1.09412	2	223	222	-1	No	0	PLDc_2	PF13091	"PLD-like domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|16541	NODE_13404_length_225_cov_1.10588	2	223	222	1	No	0	Peptidase_U32_C	PF16325	"Peptidase family U32 C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|16572	NODE_13365_length_225_cov_1.1	2	193	192	1	No	0	Carb_anhydrase	PF00194	"Eukaryotic-type carbonic anhydrase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|16562	NODE_13366_length_225_cov_1.38824	42	224	183	1	No	0	Carb_anhydrase	PF00194	"Eukaryotic-type carbonic anhydrase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|16555	NODE_13444_length_225_cov_1.05294	1	225	225	-1	No	0	ANT	PF03374	"Phage antirepressor protein KilAC domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus
metaerg.pl|16540	NODE_13364_length_225_cov_1.26471	1	225	225	1	No	0	HisKA	PF00512	"His Kinase A (phospho-acceptor) domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16554	NODE_13433_length_225_cov_1.1	2	223	222	1	No	0	tRNA_Me_trans	PF03054	"tRNA methyl transferase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|16513	NODE_13471_length_225_cov_1.70588	1	225	225	-1	No	0	DUF3383	PF11863	"Protein of unknown function (DUF3383)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_E
metaerg.pl|16516	NODE_13382_length_225_cov_1.1	2	223	222	-1	No	0	2-oxoacid_dh	PF00198	"2-oxoacid dehydrogenases acyltransferase (catalytic domain)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16538	NODE_13461_length_225_cov_3.05882	2	223	222	-1	No	0	Amidase_5	PF05382	"Bacteriophage peptidoglycan hydrolase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus plurextorum
metaerg.pl|16561	NODE_13377_length_225_cov_1.1	2	223	222	1	No	0	Gluconate_2-dh3	PF13618	"Gluconate 2-dehydrogenase subunit 3"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16526	NODE_13379_length_225_cov_1.1	3	224	222	1	No	0	Kinase-PPPase	PF03618	"Kinase/pyrophosphorylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|16514	NODE_13390_length_225_cov_1.08824	1	225	225	-1	No	0	Ribonuc_red_lgC	PF02867	"Ribonucleotide reductase, barrel domain"	d__Viruses;no__dsDNA viruses, no RNA stage;no__unclassified dsDNA viruses;s__Apis mellifera filamentous virus;
metaerg.pl|16576	NODE_13381_length_225_cov_1.10588	2	223	222	1	No	0	Amidohydro_1	PF01979	"Amidohydrolase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16567	NODE_13436_length_225_cov_1.08824	2	223	222	1	No	0	PAP2	PF01569	"PAP2 superfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16549	NODE_13422_length_225_cov_1.08824	3	224	222	-1	No	0	DNA_pol3_tau_5	PF12170	"DNA polymerase III tau subunit V interacting with alpha"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A
metaerg.pl|16551	NODE_13469_length_225_cov_1.12941	1	225	225	-1	No	0	DUF4105	PF13387	"Domain of unknown function (DUF4105)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16511	NODE_13443_length_225_cov_1.70588	2	223	222	-1	No	0	ERF	PF04404	"ERF superfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|16544	NODE_13427_length_225_cov_1.1	2	223	222	1	No	0	NAGPA	PF09992	"Phosphodiester glycosidase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|16563	NODE_13373_length_225_cov_1.65294	3	224	222	1	No	0	Aminotran_3	PF00202	"Aminotransferase class-III"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16573	NODE_13423_length_225_cov_2.17647	3	224	222	1	No	0	TehB	PF03848	"Tellurite resistance protein TehB"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|16505	NODE_13446_length_225_cov_1.58824	3	224	222	1	No	0	tRNA-synt_1e	PF01406	"tRNA synthetases class I (C) catalytic domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas ulvae
metaerg.pl|16537	NODE_13393_length_225_cov_3.32941	2	223	222	1	No	0	Integrase_1	PF12835	"Integrase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis
metaerg.pl|16644	NODE_13539_length_224_cov_1.63905	2	223	222	-1	No	0	PEPCK_ATP	PF01293	"Phosphoenolpyruvate carboxykinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|16654	NODE_13555_length_224_cov_1.10651	3	224	222	1	No	0	Sigma54_activat	PF00158	"Sigma-54 interaction domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|16613	NODE_13556_length_224_cov_2.46746	2	223	222	1	No	0	TIR_2	PF13676	"TIR domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16666	NODE_13604_length_224_cov_0.881657	2	223	222	1	No	0	Pyridoxal_deC	PF00282	"Pyridoxal-dependent decarboxylase conserved domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_G
metaerg.pl|16669	NODE_13517_length_224_cov_1.09467	1	222	222	-1	No	0	LysR_substrate	PF03466	"LysR substrate binding domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|16586	NODE_13512_length_224_cov_1.6568	2	223	222	-1	No	0	Cys_Met_Meta_PP	PF01053	"Cys/Met metabolism PLP-dependent enzyme"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|16592	NODE_13592_length_224_cov_0.91716	1	222	222	-1	No	0	HisKA	PF00512	"His Kinase A (phospho-acceptor) domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16624	NODE_13588_length_224_cov_1.67456	1	222	222	-1	No	0	AhpC-TSA	PF00578	"AhpC/TSA family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|16615	NODE_13513_length_224_cov_1.10651	3	224	222	1	No	0	Glu_synthase	PF01645	"Conserved region in glutamate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16589	NODE_13547_length_224_cov_1.10059	3	224	222	1	No	0	WaaY	PF06176	"Lipopolysaccharide core biosynthesis protein (WaaY)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16619	NODE_13559_length_224_cov_2.46746	3	224	222	-1	No	0	Phage_lambda_P	PF06992	"Replication protein P"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis
metaerg.pl|16584	NODE_13489_length_224_cov_1.64497	3	224	222	1	No	0	Phe_tRNA-synt_N	PF02912	"Aminoacyl tRNA synthetase class II, N-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|16590	NODE_13562_length_224_cov_1.10651	2	223	222	1	No	0	DNA_pol_A_exo1	PF01612	"3'-5' exonuclease"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|16636	NODE_13543_length_224_cov_2.99408	1	222	222	-1	No	0	Isochorismatase	PF00857	"Isochorismatase family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|16621	NODE_13503_length_224_cov_2.18343	2	223	222	1	No	0	Ribonuc_red_lgC	PF02867	"Ribonucleotide reductase, barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16635	NODE_13611_length_224_cov_2.2426	3	224	222	-1	No	0	Baseplate_J	PF04865	"Baseplate J-like protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|16656	NODE_13548_length_224_cov_1.10651	2	223	222	1	No	0	Ribosomal_L19	PF01245	"Ribosomal protein L19"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|16631	NODE_13478_length_224_cov_1.66864	1	222	222	-1	No	0	DNA_pol_A	PF00476	"DNA polymerase family A"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16640	NODE_13595_length_224_cov_1	3	224	222	-1	No	0	ABC_tran	PF00005	"ABC transporter"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|16593	NODE_13580_length_224_cov_1.11243	1	222	222	1	No	0	Collagen	PF01391	"Collagen triple helix repeat (20 copies)"	unknow
metaerg.pl|16588	NODE_13480_length_224_cov_1.10651	2	223	222	-1	No	0	MFS_1	PF07690	"Major Facilitator Superfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16581	NODE_13505_length_224_cov_2.21302	2	223	222	-1	No	0	DNA_gyraseA_C	PF03989	"DNA gyrase C-terminal domain, beta-propeller"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Bombella;s__Bombella intestini
metaerg.pl|16637	NODE_13569_length_224_cov_1.10651	3	224	222	1	No	0	Aldo_ket_red	PF00248	"Aldo/keto reductase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16667	NODE_13564_length_224_cov_1.10651	1	222	222	-1	No	0	Aminotran_1_2	PF00155	"Aminotransferase class I and II"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16623	NODE_13557_length_224_cov_1.10059	3	224	222	-1	No	0	PTS_EIIB	PF00367	"phosphotransferase system, EIIB"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|16610	NODE_13499_length_224_cov_1.09467	1	222	222	1	No	0	MatC_N	PF07158	"Dicarboxylate carrier protein MatC N-terminus"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|16594	NODE_13504_length_224_cov_1.10059	2	223	222	-1	No	0	Fe-ADH	PF00465	"Iron-containing alcohol dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|16628	NODE_13598_length_224_cov_0.798817	2	223	222	1	No	0	tRNA_Me_trans	PF03054	"tRNA methyl transferase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|16638	NODE_13545_length_224_cov_1.10059	1	222	222	1	No	0	Glyco_hydro_28	PF00295	"Glycosyl hydrolases family 28"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|16580	NODE_13541_length_224_cov_1.26036	2	223	222	-1	No	0	FAD-oxidase_C	PF02913	"FAD linked oxidases, C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|16650	NODE_13479_length_224_cov_1.09467	2	223	222	1	No	0	PfkB	PF00294	"pfkB family carbohydrate kinase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|16611	NODE_13518_length_224_cov_1.10651	3	224	222	-1	No	0	NAD_Gly3P_dh_N	PF01210	"NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|16660	NODE_13494_length_224_cov_1.10651	2	223	222	1	No	0	EFG_C	PF00679	"Elongation factor G C-terminus"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|16653	NODE_13508_length_224_cov_1.10651	2	223	222	1	No	0	DUF459	PF04311	"Protein of unknown function (DUF459)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|16604	NODE_13540_length_224_cov_1.10059	1	222	222	-1	No	0	SBP_bac_3	PF00497	"Bacterial extracellular solute-binding proteins, family 3"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Labrenzia;s__Labrenzia aggregata_A
metaerg.pl|16616	NODE_13488_length_224_cov_1.10059	1	222	222	1	No	0	S4	PF01479	"S4 domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|16608	NODE_13603_length_224_cov_1.43195	3	224	222	1	No	0	3Beta_HSD	PF01073	"3-beta hydroxysteroid dehydrogenase/isomerase family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis
metaerg.pl|16608	NODE_13603_length_224_cov_1.43195	3	224	222	1	No	0	Epimerase	PF01370	"NAD dependent epimerase/dehydratase family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis
metaerg.pl|16608	NODE_13603_length_224_cov_1.43195	3	224	222	1	No	0	NAD_binding_4	PF07993	"Male sterility protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis
