#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	ec_id	ec_name	Taxonomy
metaerg.pl|16132	NODE_12822_length_230_cov_2.14857	3	230	228	1	No	0	3.1.21.5	"Type III site-specific deoxyribonuclease."	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__UBA1845;s__UBA1845 sp002338715"
metaerg.pl|16107	NODE_12859_length_230_cov_1.06857	3	230	228	1	No	0	2.5.1.-	"Transferring alkyl or aryl groups, other than methyl groups."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|16140	NODE_12810_length_230_cov_1.06857	1	228	228	-1	No	0	4.1.1.17	"Ornithine decarboxylase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16138	NODE_12826_length_230_cov_1.05143	2	229	228	-1	No	0	3.6.1.66	"XTP/dITP diphosphatase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16071	NODE_12858_length_230_cov_1.43429	3	230	228	-1	No	0	2.4.1.129	"Peptidoglycan glycosyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16071	NODE_12858_length_230_cov_1.43429	3	230	228	-1	No	0	3.4.16.4	"Serine-type D-Ala-D-Ala carboxypeptidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16104	NODE_12786_length_230_cov_1.07429	3	230	228	-1	No	0	2.7.7.6	"DNA-directed RNA polymerase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|16160	NODE_12956_length_229_cov_1.36782	1	228	228	1	No	0	2.1.1.133	"Precorrin-4 C(11)-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16207	NODE_12871_length_229_cov_2.14368	3	227	225	-1	No	0	3.6.4.13	"RNA helicase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16228	NODE_12960_length_229_cov_1.48276	1	228	228	-1	No	0	5.6.2.3	""	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16178	NODE_12968_length_229_cov_1.1954	3	227	225	1	No	0	3.6.1.23	"dUTP diphosphatase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_F"
metaerg.pl|16179	NODE_12879_length_229_cov_1.07471	1	228	228	1	No	0	2.4.1.129	"Peptidoglycan glycosyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis"
metaerg.pl|16224	NODE_12901_length_229_cov_1.96552	3	227	225	-1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis"
metaerg.pl|16225	NODE_12902_length_229_cov_1.07471	3	227	225	1	No	0	6.3.5.9	"Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|16215	NODE_12942_length_229_cov_1.07471	1	228	228	1	No	0	5.4.99.12	"tRNA pseudouridine(38-40) synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16158	NODE_12962_length_229_cov_1.98851	2	229	228	-1	No	0	4.2.1.46	"dTDP-glucose 4,6-dehydratase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|16235	NODE_12915_length_229_cov_1.05747	3	227	225	-1	No	0	6.3.4.4	"Adenylosuccinate synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer"
metaerg.pl|16214	NODE_12967_length_229_cov_1.10345	1	228	228	-1	No	0	7.1.1.-	"Hydron translocation or charge separation linked to oxidoreductase reactions."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|16165	NODE_12898_length_229_cov_1.06897	2	229	228	-1	No	0	1.17.1.8	"4-hydroxy-tetrahydrodipicolinate reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16211	NODE_12949_length_229_cov_1.07471	3	212	210	1	No	0	3.6.1.-	"In phosphorus-containing anhydrides."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16161	NODE_12876_length_229_cov_2.55172	1	228	228	1	No	0	2.4.2.14	"Amidophosphoribosyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16184	NODE_12897_length_229_cov_1.07471	3	227	225	-1	No	0	5.3.1.9	"Glucose-6-phosphate isomerase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215"
metaerg.pl|16313	NODE_13026_length_228_cov_1.06936	3	227	225	1	No	0	3.4.24.55	"Pitrilysin."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q"
metaerg.pl|16273	NODE_13005_length_228_cov_1.08671	2	226	225	-1	No	0	2.1.1.72	"Site-specific DNA-methyltransferase (adenine-specific)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215"
metaerg.pl|16314	NODE_13082_length_228_cov_1.08092	1	228	228	1	No	0	1.14.13.-	"With NADH or NADPH as one donor, and incorporation of one atom of oxygen."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|16278	NODE_13090_length_228_cov_1.87283	2	211	210	-1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16265	NODE_13045_length_228_cov_1.08092	2	226	225	1	No	0	5.6.2.2	"DNA topoisomerase (ATP-hydrolyzing)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16240	NODE_13055_length_228_cov_1.08671	3	227	225	-1	No	0	1.17.4.1	"Ribonucleoside-diphosphate reductase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16280	NODE_13038_length_228_cov_1.0578	3	227	225	1	No	0	4.2.1.2	"Fumarate hydratase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615"
metaerg.pl|16267	NODE_12994_length_228_cov_1.07514	2	226	225	-1	No	0	1.1.1.49	"Glucose-6-phosphate dehydrogenase (NADP(+))."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16260	NODE_13034_length_228_cov_1.14451	3	194	192	-1	No	0	1.10.3.-	"With oxygen as acceptor."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer"
metaerg.pl|16256	NODE_13101_length_228_cov_1.31214	1	228	228	-1	No	0	1.1.1.40	"Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|16296	NODE_13036_length_228_cov_1.6185	3	227	225	-1	No	0	5.1.1.-	"Acting on amino acids and derivatives."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|16297	NODE_13084_length_228_cov_1.62428	3	227	225	-1	No	0	1.4.1.13	"Glutamate synthase (NADPH)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella intestini"
metaerg.pl|16237	NODE_13107_length_228_cov_2.46821	2	226	225	-1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16368	NODE_13110_length_227_cov_1.2907	1	225	225	-1	No	0	2.6.1.1	"Aspartate transaminase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16393	NODE_13184_length_227_cov_1.08721	3	227	225	-1	No	0	1.13.12.-	"With incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002916935"
metaerg.pl|16350	NODE_13134_length_227_cov_1.0814	1	225	225	-1	No	0	1.7.2.3	"Trimethylamine-N-oxide reductase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16324	NODE_13116_length_227_cov_1.0814	3	227	225	1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B"
metaerg.pl|16409	NODE_13171_length_227_cov_1.08721	2	226	225	1	No	0	1.4.1.13	"Glutamate synthase (NADPH)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16410	NODE_13147_length_227_cov_1.0814	3	227	225	-1	No	0	1.3.98.3	"Coproporphyrinogen dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16373	NODE_13166_length_227_cov_1.62209	1	225	225	-1	No	0	2.7.4.2	"Phosphomevalonate kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615"
metaerg.pl|16384	NODE_13224_length_227_cov_1.46512	1	225	225	1	No	0	1.2.1.22	"Lactaldehyde dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16359	NODE_13146_length_227_cov_1.0814	2	226	225	-1	No	0	6.3.5.7	"Glutaminyl-tRNA synthase (glutamine-hydrolyzing)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16343	NODE_13114_length_227_cov_2.05233	3	227	225	-1	No	0	3.5.2.3	"Dihydroorotase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16330	NODE_13169_length_227_cov_1.08721	1	225	225	1	No	0	1.1.1.60	"2-hydroxy-3-oxopropionate reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|16340	NODE_13151_length_227_cov_1.69767	2	226	225	-1	No	0	2.5.1.9	"Riboflavin synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16333	NODE_13207_length_227_cov_2.10465	2	226	225	-1	No	0	6.1.1.5	"Isoleucine--tRNA ligase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris"
metaerg.pl|16374	NODE_13208_length_227_cov_1.02326	1	225	225	-1	No	0	1.14.-.-	"Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_G"
metaerg.pl|16387	NODE_13139_length_227_cov_1.0814	1	195	195	1	No	0	4.1.1.20	"Diaminopimelate decarboxylase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16362	NODE_13209_length_227_cov_1.02326	3	227	225	-1	No	0	4.2.1.12	"Phosphogluconate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|16422	NODE_13319_length_226_cov_1.09942	3	224	222	1	No	0	1.1.5.12	"D-lactate dehydrogenase (quinone)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16443	NODE_13295_length_226_cov_1.08772	2	226	225	-1	No	0	3.4.-.-	"Acting on peptide bonds (peptidases)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16486	NODE_13247_length_226_cov_2.04678	1	225	225	1	No	0	4.1.1.48	"Indole-3-glycerol-phosphate synthase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|16486	NODE_13247_length_226_cov_2.04678	1	225	225	1	No	0	5.3.1.24	"Phosphoribosylanthranilate isomerase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|16434	NODE_13356_length_226_cov_1.83626	3	224	222	-1	No	0	2.1.1.72	"Site-specific DNA-methyltransferase (adenine-specific)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|16415	NODE_13328_length_226_cov_1.09357	3	224	222	-1	No	0	1.3.1.-	"With NAD(+) or NADP(+) as acceptor."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16429	NODE_13241_length_226_cov_1.09357	1	225	225	1	No	0	3.4.-.-	"Acting on peptide bonds (peptidases)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|16494	NODE_13252_length_226_cov_2.78363	3	224	222	-1	No	0	1.3.-.-	"Acting on the CH-CH group of donors."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|16420	NODE_13239_length_226_cov_2.45029	1	225	225	1	No	0	1.1.1.11	"D-arabinitol 4-dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16489	NODE_13346_length_226_cov_0.923977	3	224	222	1	No	0	3.6.3.-	"Acting on acid anhydrides; catalyzing transmembrane movement of substances."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615"
metaerg.pl|16482	NODE_13331_length_226_cov_1.08772	1	225	225	1	No	0	1.-.-.-	"Oxidoreductases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer"
metaerg.pl|16440	NODE_13265_length_226_cov_1.09357	3	224	222	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16491	NODE_13287_length_226_cov_1.08772	2	226	225	-1	No	0	3.1.1.29	"Aminoacyl-tRNA hydrolase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16432	NODE_13337_length_226_cov_1.37427	1	225	225	-1	No	0	1.1.1.133	"dTDP-4-dehydrorhamnose reductase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16411	NODE_13335_length_226_cov_2.66082	3	224	222	-1	No	0	3.4.24.-	"Metalloendopeptidases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|16452	NODE_13333_length_226_cov_1.15205	2	226	225	-1	No	0	2.7.1.130	"Tetraacyldisaccharide 4'-kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|16501	NODE_13402_length_225_cov_1.08235	2	223	222	1	No	0	3.6.4.-	"Acting on ATP; involved in cellular and subcellular movement."	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA1930;s__UBA1930 sp002337145"
metaerg.pl|16520	NODE_13452_length_225_cov_1.27059	2	223	222	-1	No	0	2.4.1.-	"Hexosyltransferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16565	NODE_13467_length_225_cov_1.38824	3	224	222	1	No	0	2.5.1.75	"tRNA dimethylallyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16552	NODE_13400_length_225_cov_1.09412	42	224	183	-1	No	0	2.7.1.39	"Homoserine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|16571	NODE_13397_length_225_cov_1.14118	1	225	225	1	No	0	6.1.1.10	"Methionine--tRNA ligase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16510	NODE_13425_length_225_cov_1.1	3	224	222	1	No	0	7.2.2.6	"P-type K(+) transporter."	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA1930;s__UBA1930 sp002337145"
metaerg.pl|16532	NODE_13420_length_225_cov_1.09412	2	223	222	-1	No	0	2.7.8.8	"CDP-diacylglycerol--serine O-phosphatidyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|16541	NODE_13404_length_225_cov_1.10588	2	223	222	1	No	0	3.4.-.-	"Acting on peptide bonds (peptidases)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara"
metaerg.pl|16572	NODE_13365_length_225_cov_1.1	2	193	192	1	No	0	4.2.1.1	"Carbonic anhydrase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16562	NODE_13366_length_225_cov_1.38824	42	224	183	1	No	0	4.2.1.1	"Carbonic anhydrase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16554	NODE_13433_length_225_cov_1.1	2	223	222	1	No	0	2.8.1.13	"tRNA-uridine 2-sulfurtransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer"
metaerg.pl|16516	NODE_13382_length_225_cov_1.1	2	223	222	-1	No	0	2.3.1.61	"Dihydrolipoyllysine-residue succinyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16538	NODE_13461_length_225_cov_3.05882	2	223	222	-1	No	0	3.5.1.28	"N-acetylmuramoyl-L-alanine amidase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus plurextorum"
metaerg.pl|16561	NODE_13377_length_225_cov_1.1	2	223	222	1	No	0	1.1.99.3	"Gluconate 2-dehydrogenase (acceptor)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|16526	NODE_13379_length_225_cov_1.1	3	224	222	1	No	0	2.7.11.32	"[Pyruvate, phosphate dikinase] kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|16530	NODE_13449_length_225_cov_1.18235	2	223	222	-1	No	0	3.1.3.6	"3'-nucleotidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|16514	NODE_13390_length_225_cov_1.08824	1	225	225	-1	No	0	1.17.4.1	"Ribonucleoside-diphosphate reductase."	"d__Viruses;no__dsDNA viruses, no RNA stage;no__unclassified dsDNA viruses;s__Apis mellifera filamentous virus;"
metaerg.pl|16576	NODE_13381_length_225_cov_1.10588	2	223	222	1	No	0	3.5.1.5	"Urease."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16519	NODE_13472_length_225_cov_1.44118	2	223	222	-1	No	0	3.5.1.5	"Urease."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16499	NODE_13450_length_225_cov_1.55882	3	224	222	1	No	0	3.4.11.4	"Tripeptide aminopeptidase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris"
metaerg.pl|16563	NODE_13373_length_225_cov_1.65294	3	224	222	1	No	0	2.6.1.11	"Acetylornithine transaminase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|16573	NODE_13423_length_225_cov_2.17647	3	224	222	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|16505	NODE_13446_length_225_cov_1.58824	3	224	222	1	No	0	6.1.1.16	"Cysteine--tRNA ligase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas ulvae"
metaerg.pl|16644	NODE_13539_length_224_cov_1.63905	2	223	222	-1	No	0	4.1.1.49	"Phosphoenolpyruvate carboxykinase (ATP)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|16586	NODE_13512_length_224_cov_1.6568	2	223	222	-1	No	0	4.4.1.11	"Methionine gamma-lyase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|16592	NODE_13592_length_224_cov_0.91716	1	222	222	-1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|16624	NODE_13588_length_224_cov_1.67456	1	222	222	-1	No	0	1.11.1.15	"Peroxiredoxin."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis"
metaerg.pl|16615	NODE_13513_length_224_cov_1.10651	3	224	222	1	No	0	1.4.1.13	"Glutamate synthase (NADPH)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|16607	NODE_13506_length_224_cov_1.10059	2	223	222	-1	No	0	1.3.5.1	"Succinate dehydrogenase (quinone)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
