#Accession	ID	Description	Count	Count_pct
PF13191	AAA_16	"AAA ATPase domain"	3	0.02
PF04965	GPW_gp25	"Gene 25-like lysozyme"	9	0.05
PF13393	tRNA-synt_His	"Histidyl-tRNA synthetase"	5	0.03
PF17957	Big_7	"Bacterial Ig domain"	1	0.01
PF13328	HD_4	"HD domain"	6	0.03
PF02374	ArsA_ATPase	"Anion-transporting ATPase"	17	0.09
PF04311	DUF459	"Protein of unknown function (DUF459)"	3	0.02
PF01730	UreF	"UreF"	1	0.01
PF02113	Peptidase_S13	"D-Ala-D-Ala carboxypeptidase 3 (S13) family"	1	0.01
PF12571	DUF3751	"Phage tail-collar fibre protein"	13	0.07
PF01210	NAD_Gly3P_dh_N	"NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus"	3	0.02
PF01844	HNH	"HNH endonuclease"	14	0.08
PF00403	HMA	"Heavy-metal-associated domain"	2	0.01
PF00365	PFK	"Phosphofructokinase"	2	0.01
PF02467	Whib	"Transcription factor WhiB"	1	0.01
PF03162	Y_phosphatase2	"Tyrosine phosphatase family"	1	0.01
PF18565	Glyco_hydro2_C5	"Glycoside hydrolase family 2 C-terminal domain 5"	1	0.01
PF05494	MlaC	"MlaC protein"	1	0.01
PF00227	Proteasome	"Proteasome subunit"	3	0.02
PF12738	PTCB-BRCT	"twin BRCT domain"	2	0.01
PF00416	Ribosomal_S13	"Ribosomal protein S13/S18"	1	0.01
PF04011	LemA	"LemA family"	3	0.02
PF08359	TetR_C_4	"YsiA-like protein, C-terminal region"	1	0.01
PF13604	AAA_30	"AAA domain"	6	0.03
PF02592	Vut_1	"Putative vitamin uptake transporter"	1	0.01
PF00024	PAN_1	"PAN domain"	1	0.01
PF10145	PhageMin_Tail	"Phage-related minor tail protein"	25	0.14
PF01163	RIO1	"RIO1 family"	1	0.01
PF13384	HTH_23	"Homeodomain-like domain"	20	0.11
PF00117	GATase	"Glutamine amidotransferase class-I"	11	0.06
PF13296	T6SS_Vgr	"Putative type VI secretion system Rhs element Vgr"	1	0.01
PF04002	RadC	"RadC-like JAB domain"	2	0.01
PF02915	Rubrerythrin	"Rubrerythrin"	1	0.01
PF07021	MetW	"Methionine biosynthesis protein MetW"	2	0.01
PF01391	Collagen	"Collagen triple helix repeat (20 copies)"	4	0.02
PF11753	DUF3310	"Protein of unknwon function (DUF3310)"	9	0.05
PF01205	UPF0029	"Uncharacterized protein family UPF0029"	2	0.01
PF13708	DUF4942	"Domain of unknown function (DUF4942)"	3	0.02
PF03331	LpxC	"UDP-3-O-acyl N-acetylglycosamine deacetylase"	6	0.03
PF02654	CobS	"Cobalamin-5-phosphate synthase"	2	0.01
PF07715	Plug	"TonB-dependent Receptor Plug Domain"	12	0.07
PF02954	HTH_8	"Bacterial regulatory protein, Fis family"	5	0.03
PF01548	DEDD_Tnp_IS110	"Transposase"	1	0.01
PF14805	THDPS_N_2	"Tetrahydrodipicolinate N-succinyltransferase N-terminal"	1	0.01
PF16327	CcmF_C	"Cytochrome c-type biogenesis protein CcmF C-terminal"	2	0.01
PF13576	Pentapeptide_3	"Pentapeptide repeats (9 copies)"	4	0.02
PF06347	SH3_4	"Bacterial SH3 domain"	2	0.01
PF01676	Metalloenzyme	"Metalloenzyme superfamily"	1	0.01
PF14490	HHH_4	"Helix-hairpin-helix containing domain"	1	0.01
PF00482	T2SSF	"Type II secretion system (T2SS), protein F"	2	0.01
PF01384	PHO4	"Phosphate transporter family"	1	0.01
PF04378	RsmJ	"Ribosomal RNA large subunit methyltransferase D, RlmJ"	1	0.01
PF05709	Sipho_tail	"Phage tail protein"	11	0.06
PF14667	Polysacc_synt_C	"Polysaccharide biosynthesis C-terminal domain"	1	0.01
PF12804	NTP_transf_3	"MobA-like NTP transferase domain"	4	0.02
PF01855	POR_N	"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg"	2	0.01
PF01000	RNA_pol_A_bac	"RNA polymerase Rpb3/RpoA insert domain"	2	0.01
PF00375	SDF	"Sodium:dicarboxylate symporter family"	15	0.08
PF11681	DUF3277	"Protein of unknown function (DUF3277)"	6	0.03
PF13622	4HBT_3	"Thioesterase-like superfamily"	1	0.01
PF17770	RNase_J_C	"Ribonuclease J C-terminal domain"	1	0.01
PF01381	HTH_3	"Helix-turn-helix"	142	0.78
PF01975	SurE	"Survival protein SurE"	5	0.03
PF02565	RecO_C	"Recombination protein O C terminal"	2	0.01
PF10056	DUF2293	"Uncharacterized conserved protein (DUF2293)"	1	0.01
PF04531	Phage_holin_1	"Bacteriophage holin"	1	0.01
PF08708	PriCT_1	"Primase C terminal 1 (PriCT-1)"	3	0.02
PF08028	Acyl-CoA_dh_2	"Acyl-CoA dehydrogenase, C-terminal domain"	1	0.01
PF01259	SAICAR_synt	"SAICAR synthetase"	2	0.01
PF04493	Endonuclease_5	"Endonuclease V"	1	0.01
PF05552	TM_helix	"Conserved TM helix"	1	0.01
PF13444	Acetyltransf_5	"Acetyltransferase (GNAT) domain"	3	0.02
PF01255	Prenyltransf	"Putative undecaprenyl diphosphate synthase"	3	0.02
PF09084	NMT1	"NMT1/THI5 like"	12	0.07
PF00162	PGK	"Phosphoglycerate kinase"	2	0.01
PF05014	Nuc_deoxyrib_tr	"Nucleoside 2-deoxyribosyltransferase"	4	0.02
PF01649	Ribosomal_S20p	"Ribosomal protein S20"	1	0.01
PF05707	Zot	"Zonular occludens toxin (Zot)"	4	0.02
PF00011	HSP20	"Hsp20/alpha crystallin family"	3	0.02
PF04488	Gly_transf_sug	"Glycosyltransferase sugar-binding region containing DXD motif"	3	0.02
PF12821	ThrE_2	"Threonine/Serine exporter, ThrE"	1	0.01
PF00376	MerR	"MerR family regulatory protein"	3	0.02
PF14090	HTH_39	"Helix-turn-helix domain"	4	0.02
PF02540	NAD_synthase	"NAD synthase"	3	0.02
PF14246	TetR_C_7	"AefR-like transcriptional repressor, C-terminal domain"	1	0.01
PF01636	APH	"Phosphotransferase enzyme family"	5	0.03
PF12911	OppC_N	"N-terminal TM domain of oligopeptide transport permease C"	1	0.01
PF03255	ACCA	"Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit"	1	0.01
PF04955	HupE_UreJ	"HupE / UreJ protein"	1	0.01
PF02195	ParBc	"ParB-like nuclease domain"	20	0.11
PF00701	DHDPS	"Dihydrodipicolinate synthetase family"	3	0.02
PF05768	DUF836	"Glutaredoxin-like domain (DUF836)"	2	0.01
PF07993	NAD_binding_4	"Male sterility protein"	8	0.04
PF02800	Gp_dh_C	"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain"	2	0.01
PF13483	Lactamase_B_3	"Beta-lactamase superfamily domain"	2	0.01
PF02705	K_trans	"K+ potassium transporter"	4	0.02
PF13528	Glyco_trans_1_3	"Glycosyl transferase family 1"	1	0.01
PF09356	Phage_BR0599	"Phage conserved hypothetical protein BR0599"	3	0.02
PF00075	RNase_H	"RNase H"	5	0.03
PF04257	Exonuc_V_gamma	"Exodeoxyribonuclease V, gamma subunit"	1	0.01
PF02410	RsfS	"Ribosomal silencing factor during starvation"	1	0.01
PF00557	Peptidase_M24	"Metallopeptidase family M24"	8	0.04
PF03719	Ribosomal_S5_C	"Ribosomal protein S5, C-terminal domain"	1	0.01
PF18291	HU-HIG	"HU domain fused to wHTH, Ig, or Glycine-rich motif"	4	0.02
PF09923	DUF2155	"Uncharacterized protein conserved in bacteria (DUF2155)"	1	0.01
PF01743	PolyA_pol	"Poly A polymerase head domain"	3	0.02
PF08676	MutL_C	"MutL C terminal dimerisation domain"	2	0.01
PF01569	PAP2	"PAP2 superfamily"	4	0.02
PF01863	DUF45	"Protein of unknown function DUF45"	2	0.01
PF10926	DUF2800	"Protein of unknown function (DUF2800)"	7	0.04
PF13377	Peripla_BP_3	"Periplasmic binding protein-like domain"	7	0.04
PF03873	RseA_C	"Anti sigma-E protein RseA, C-terminal domain"	1	0.01
PF02021	UPF0102	"Uncharacterised protein family UPF0102"	2	0.01
PF13597	NRDD	"Anaerobic ribonucleoside-triphosphate reductase"	2	0.01
PF07650	KH_2	"KH domain"	4	0.02
PF03740	PdxJ	"Pyridoxal phosphate biosynthesis protein PdxJ"	1	0.01
PF00135	COesterase	"Carboxylesterase family"	6	0.03
PF04542	Sigma70_r2	"Sigma-70 region 2"	7	0.04
PF05199	GMC_oxred_C	"GMC oxidoreductase"	3	0.02
PF18715	Phage_spike	"Phage spike trimer"	3	0.02
PF00485	PRK	"Phosphoribulokinase / Uridine kinase family"	1	0.01
PF13744	HTH_37	"Helix-turn-helix domain"	1	0.01
PF07724	AAA_2	"AAA domain (Cdc48 subfamily)"	14	0.08
PF02457	DisA_N	"DisA bacterial checkpoint controller nucleotide-binding"	1	0.01
PF01128	IspD	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"	2	0.01
PF08238	Sel1	"Sel1 repeat"	8	0.04
PF00266	Aminotran_5	"Aminotransferase class-V"	12	0.07
PF00012	HSP70	"Hsp70 protein"	4	0.02
PF07264	EI24	"Etoposide-induced protein 2.4 (EI24)"	1	0.01
PF07969	Amidohydro_3	"Amidohydrolase family"	3	0.02
PF01385	OrfB_IS605	"Probable transposase"	3	0.02
PF00781	DAGK_cat	"Diacylglycerol kinase catalytic domain"	4	0.02
PF01725	Ham1p_like	"Ham1 family"	2	0.01
PF13433	Peripla_BP_5	"Periplasmic binding protein domain"	1	0.01
PF17288	Terminase_3C	"Terminase RNAseH like domain"	11	0.06
PF02590	SPOUT_MTase	"Predicted SPOUT methyltransferase"	1	0.01
PF00959	Phage_lysozyme	"Phage lysozyme"	22	0.12
PF04273	DUF442	"Putative phosphatase (DUF442)"	3	0.02
PF08707	PriCT_2	"Primase C terminal 2 (PriCT-2)"	1	0.01
PF00155	Aminotran_1_2	"Aminotransferase class I and II"	26	0.14
PF00464	SHMT	"Serine hydroxymethyltransferase"	2	0.01
PF00251	Glyco_hydro_32N	"Glycosyl hydrolases family 32 N-terminal domain"	4	0.02
PF06891	P2_Phage_GpR	"P2 phage tail completion protein R (GpR)"	5	0.03
PF02367	TsaE	"Threonylcarbamoyl adenosine biosynthesis protein TsaE"	3	0.02
PF02929	Bgal_small_N	"Beta galactosidase small chain"	1	0.01
PF13385	Laminin_G_3	"Concanavalin A-like lectin/glucanases superfamily"	1	0.01
PF07120	DUF1376	"Protein of unknown function (DUF1376)"	2	0.01
PF00326	Peptidase_S9	"Prolyl oligopeptidase family"	8	0.04
PF04336	ACP_PD	"Acyl carrier protein phosphodiesterase"	1	0.01
PF07005	SBD_N	"Sugar-binding N-terminal domain"	3	0.02
PF07719	TPR_2	"Tetratricopeptide repeat"	7	0.04
PF00072	Response_reg	"Response regulator receiver domain"	22	0.12
PF01709	Transcrip_reg	"Transcriptional regulator"	3	0.02
PF12974	Phosphonate-bd	"ABC transporter, phosphonate, periplasmic substrate-binding protein "	2	0.01
PF11010	DUF2848	"Protein of unknown function (DUF2848)"	1	0.01
PF01263	Aldose_epim	"Aldose 1-epimerase"	3	0.02
PF04679	DNA_ligase_A_C	"ATP dependent DNA ligase C terminal region        "	1	0.01
PF00160	Pro_isomerase	"Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD"	1	0.01
PF01661	Macro	"Macro domain"	1	0.01
PF13607	Succ_CoA_lig	"Succinyl-CoA ligase like flavodoxin domain"	1	0.01
PF09639	YjcQ	"YjcQ protein"	2	0.01
PF07517	SecA_DEAD	"SecA DEAD-like domain"	2	0.01
PF16389	DUF4998	"Domain of unknown function"	1	0.01
PF07786	DUF1624	"Protein of unknown function (DUF1624)"	1	0.01
PF16363	GDP_Man_Dehyd	"GDP-mannose 4,6 dehydratase"	11	0.06
PF13353	Fer4_12	"4Fe-4S single cluster domain"	2	0.01
PF00406	ADK	"Adenylate kinase"	1	0.01
PF02780	Transketolase_C	"Transketolase, C-terminal domain"	2	0.01
PF02785	Biotin_carb_C	"Biotin carboxylase C-terminal domain"	2	0.01
PF01048	PNP_UDP_1	"Phosphorylase superfamily"	5	0.03
PF00665	rve	"Integrase core domain"	11	0.06
PF02316	HTH_Tnp_Mu_1	"Mu DNA-binding domain"	1	0.01
PF05396	Phage_T7_Capsid	"Phage T7 capsid assembly protein"	2	0.01
PF00294	PfkB	"pfkB family carbohydrate kinase"	13	0.07
PF01471	PG_binding_1	"Putative peptidoglycan binding domain"	10	0.05
PF10576	EndIII_4Fe-2S	"Iron-sulfur binding domain of endonuclease III"	1	0.01
PF01170	UPF0020	"Putative RNA methylase family UPF0020"	3	0.02
PF01527	HTH_Tnp_1	"Transposase"	5	0.03
PF03215	Rad17	"Rad17 P-loop domain"	1	0.01
PF11964	SpoIIAA-like	"SpoIIAA-like"	1	0.01
PF02597	ThiS	"ThiS family"	1	0.01
PF01885	PTS_2-RNA	"RNA 2'-phosphotransferase, Tpt1 / KptA family"	1	0.01
PF14602	Hexapep_2	"Hexapeptide repeat of succinyl-transferase"	10	0.05
PF01134	GIDA	"Glucose inhibited division protein A"	14	0.08
PF05103	DivIVA	"DivIVA protein"	1	0.01
PF10294	Methyltransf_16	"Lysine methyltransferase"	3	0.02
PF07520	SrfB	"Virulence factor SrfB"	2	0.01
PF00348	polyprenyl_synt	"Polyprenyl synthetase"	3	0.02
PF17774	YlmH_RBD	"Putative RNA-binding domain in YlmH"	1	0.01
PF01380	SIS	"SIS domain"	7	0.04
PF08207	EFP_N	"Elongation factor P (EF-P) KOW-like domain"	1	0.01
PF00313	CSD	"'Cold-shock' DNA-binding domain"	4	0.02
PF13738	Pyr_redox_3	"Pyridine nucleotide-disulphide oxidoreductase"	4	0.02
PF02570	CbiC	"Precorrin-8X methylmutase"	2	0.01
PF17209	Hfq	"Hfq protein"	1	0.01
PF16075	DUF4815	"Domain of unknown function (DUF4815)"	5	0.03
PF05119	Terminase_4	"Phage terminase, small subunit"	5	0.03
PF13230	GATase_4	"Glutamine amidotransferases class-II"	1	0.01
PF02622	DUF179	"Uncharacterized ACR, COG1678"	1	0.01
PF08240	ADH_N	"Alcohol dehydrogenase GroES-like domain"	11	0.06
PF03572	Peptidase_S41	"Peptidase family S41"	2	0.01
PF18757	Nmad5	"Nucleotide modification associated domain 5"	3	0.02
PF05016	ParE_toxin	"#=GF GA   21.90; 21.90;"	1	0.01
PF01869	BcrAD_BadFG	"BadF/BadG/BcrA/BcrD ATPase family"	2	0.01
PF01212	Beta_elim_lyase	"Beta-eliminating lyase"	3	0.02
PF03591	AzlC	"AzlC protein"	3	0.02
PF03898	TNV_CP	"Satellite tobacco necrosis virus coat protein"	7	0.04
PF00805	Pentapeptide	"Pentapeptide repeats (8 copies)"	6	0.03
PF02556	SecB	"Preprotein translocase subunit SecB"	4	0.02
PF00367	PTS_EIIB	"phosphotransferase system, EIIB"	4	0.02
PF02421	FeoB_N	"Ferrous iron transport protein B"	13	0.07
PF13424	TPR_12	"Tetratricopeptide repeat"	2	0.01
PF07105	DUF1367	"Protein of unknown function (DUF1367)"	4	0.02
PF06147	DUF968	"Protein of unknown function (DUF968)"	1	0.01
PF00380	Ribosomal_S9	"Ribosomal protein S9/S16"	1	0.01
PF17164	DUF5122	"Domain of unknown function (DUF5122) beta-propeller"	1	0.01
PF07244	POTRA	"Surface antigen variable number repeat"	5	0.03
PF00023	Ank	"Ankyrin repeat"	1	0.01
PF10934	DUF2634	"Protein of unknown function (DUF2634)"	12	0.07
PF01899	MNHE	"Na+/H+ ion antiporter subunit"	2	0.01
PF09981	DUF2218	"Uncharacterized protein conserved in bacteria (DUF2218)"	2	0.01
PF06568	DUF1127	"Domain of unknown function (DUF1127)"	1	0.01
PF13500	AAA_26	"AAA domain"	3	0.02
PF12730	ABC2_membrane_4	"ABC-2 family transporter protein"	1	0.01
PF13472	Lipase_GDSL_2	"GDSL-like Lipase/Acylhydrolase family"	8	0.04
PF00829	Ribosomal_L21p	"Ribosomal prokaryotic L21 protein"	2	0.01
PF00766	ETF_alpha	"Electron transfer flavoprotein FAD-binding domain"	1	0.01
PF00677	Lum_binding	"Lumazine binding domain"	2	0.01
PF18848	baeRF_family6	"Bacterial archaeo-eukaryotic release factor family 6"	1	0.01
PF13740	ACT_6	"ACT domain"	1	0.01
PF14401	RLAN	"RimK-like ATPgrasp N-terminal domain"	1	0.01
PF11940	DUF3458	"Domain of unknown function (DUF3458) Ig-like fold"	1	0.01
PF06779	MFS_4	"Uncharacterised MFS-type transporter YbfB"	1	0.01
PF12838	Fer4_7	"4Fe-4S dicluster domain"	1	0.01
PF01225	Mur_ligase	"Mur ligase family, catalytic domain"	6	0.03
PF06564	CBP_BcsQ	"Cellulose biosynthesis protein BcsQ"	22	0.12
PF00750	tRNA-synt_1d	"tRNA synthetases class I (R)"	2	0.01
PF00703	Glyco_hydro_2	"Glycosyl hydrolases family 2"	2	0.01
PF13599	Pentapeptide_4	"Pentapeptide repeats (9 copies)"	4	0.02
PF02368	Big_2	"Bacterial Ig-like domain (group 2)"	1	0.01
PF17125	Methyltr_RsmF_N	"N-terminal domain of 16S rRNA methyltransferase RsmF"	1	0.01
PF06612	DUF1146	"Protein of unknown function (DUF1146)"	1	0.01
PF06530	Phage_antitermQ	"Phage antitermination protein Q"	7	0.04
PF02255	PTS_IIA	"PTS system, Lactose/Cellobiose specific IIA subunit"	1	0.01
PF02302	PTS_IIB	"PTS system, Lactose/Cellobiose specific IIB subunit"	4	0.02
PF14635	HHH_7	"Helix-hairpin-helix motif                       "	1	0.01
PF13488	Gly-zipper_Omp	"Glycine zipper"	2	0.01
PF08459	UvrC_HhH_N	"UvrC Helix-hairpin-helix N-terminal"	3	0.02
PF13244	DUF4040	"Domain of unknown function (DUF4040)"	1	0.01
PF02617	ClpS	"ATP-dependent Clp protease adaptor protein ClpS"	1	0.01
PF17319	DUF5362	"Family of unknown function (DUF5362)"	1	0.01
PF00290	Trp_syntA	"Tryptophan synthase alpha chain"	4	0.02
PF00986	DNA_gyraseB_C	"DNA gyrase B subunit, carboxyl terminus"	2	0.01
PF03175	DNA_pol_B_2	"DNA polymerase type B, organellar and viral"	7	0.04
PF13335	Mg_chelatase_C	"Magnesium chelatase, subunit ChlI C-terminal"	1	0.01
PF14196	ATC_hydrolase	"L-2-amino-thiazoline-4-carboxylic acid hydrolase"	1	0.01
PF06968	BATS	"Biotin and Thiamin Synthesis associated domain"	1	0.01
PF13456	RVT_3	"Reverse transcriptase-like"	1	0.01
PF16881	LIAS_N	"N-terminal domain of lipoyl synthase of Radical_SAM family"	1	0.01
PF05043	Mga	"Mga helix-turn-helix domain"	3	0.02
PF04231	Endonuclease_1	"Endonuclease I"	10	0.05
PF02910	Succ_DH_flav_C	"Fumarate reductase flavoprotein C-term"	2	0.01
PF04131	NanE	"Putative N-acetylmannosamine-6-phosphate epimerase"	1	0.01
PF11863	DUF3383	"Protein of unknown function (DUF3383)"	17	0.09
PF16452	Phage_CI_C	"Bacteriophage CI repressor C-terminal domain"	1	0.01
PF01451	LMWPc	"Low molecular weight phosphotyrosine protein phosphatase"	2	0.01
PF00325	Crp	"Bacterial regulatory proteins, crp family"	2	0.01
PF03937	Sdh5	"Flavinator of succinate dehydrogenase"	1	0.01
PF00585	Thr_dehydrat_C	"C-terminal regulatory domain of Threonine dehydratase"	2	0.01
PF06838	Met_gamma_lyase	"Methionine gamma-lyase"	1	0.01
PF02867	Ribonuc_red_lgC	"Ribonucleotide reductase, barrel domain"	12	0.07
PF00689	Cation_ATPase_C	"Cation transporting ATPase, C-terminus"	3	0.02
PF13455	MUG113	"Meiotically up-regulated gene 113"	2	0.01
PF01972	SDH_sah	"Serine dehydrogenase proteinase"	5	0.03
PF06805	Lambda_tail_I	"Bacteriophage lambda tail assembly protein I"	7	0.04
PF08032	SpoU_sub_bind	"RNA 2'-O ribose methyltransferase substrate binding"	4	0.02
PF02272	DHHA1	"DHHA1 domain"	3	0.02
PF00994	MoCF_biosynth	"Probable molybdopterin binding domain"	3	0.02
PF06896	Phage_TAC_3	"Phage tail assembly chaperone proteins, TAC"	5	0.03
PF00691	OmpA	"OmpA family"	2	0.01
PF13421	Band_7_1	"SPFH domain-Band 7 family"	2	0.01
PF13525	YfiO	"Outer membrane lipoprotein"	5	0.03
PF06827	zf-FPG_IleRS	"Zinc finger found in FPG and IleRS"	2	0.01
PF01882	DUF58	"Protein of unknown function DUF58"	1	0.01
PF00188	CAP	"Cysteine-rich secretory protein family"	1	0.01
PF01029	NusB	"NusB family"	3	0.02
PF00254	FKBP_C	"FKBP-type peptidyl-prolyl cis-trans isomerase"	2	0.01
PF13793	Pribosyltran_N	"N-terminal domain of ribose phosphate pyrophosphokinase"	2	0.01
PF01474	DAHP_synth_2	"Class-II DAHP synthetase family"	1	0.01
PF00127	Copper-bind	"Copper binding proteins, plastocyanin/azurin family"	2	0.01
PF13416	SBP_bac_8	"Bacterial extracellular solute-binding protein"	2	0.01
PF03354	Terminase_1	"Phage Terminase"	31	0.17
PF04380	BMFP	"Membrane fusogenic activity"	1	0.01
PF04237	YjbR	"YjbR"	2	0.01
PF02636	Methyltransf_28	"Putative S-adenosyl-L-methionine-dependent methyltransferase"	2	0.01
PF13779	DUF4175	"Domain of unknown function (DUF4175)"	4	0.02
PF17389	Bac_rhamnosid6H	"Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain"	1	0.01
PF09278	MerR-DNA-bind	"MerR, DNA binding"	2	0.01
PF02413	Caudo_TAP	"Caudovirales tail fibre assembly protein, lambda gpK"	21	0.12
PF03435	Sacchrp_dh_NADP	"Saccharopine dehydrogenase NADP binding domain"	2	0.01
PF03527	RHS	"RHS protein"	1	0.01
PF02080	TrkA_C	"TrkA-C domain"	3	0.02
PF02371	Transposase_20	"Transposase IS116/IS110/IS902 family"	1	0.01
PF13420	Acetyltransf_4	"Acetyltransferase (GNAT) domain"	4	0.02
PF13905	Thioredoxin_8	"Thioredoxin-like"	2	0.01
PF04851	ResIII	"Type III restriction enzyme, res subunit"	33	0.18
PF13560	HTH_31	"Helix-turn-helix domain"	61	0.34
PF00300	His_Phos_1	"Histidine phosphatase superfamily (branch 1)"	12	0.07
PF17427	Phi29_Phage_SSB	"Phage Single-stranded DNA-binding protein"	2	0.01
PF17973	bMG10	"Bacterial Alpha-2-macroglobulin MG10 domain"	1	0.01
PF03462	PCRF	"PCRF domain"	3	0.02
PF09612	HtrL_YibB	"Bacterial protein of unknown function (HtrL_YibB)"	1	0.01
PF17854	FtsK_alpha	"FtsK alpha domain"	1	0.01
PF02909	TetR_C_1	"Tetracyclin repressor-like, C-terminal domain"	1	0.01
PF02779	Transket_pyr	"Transketolase, pyrimidine binding domain"	5	0.03
PF13395	HNH_4	"HNH endonuclease"	4	0.02
PF00672	HAMP	"HAMP domain"	6	0.03
PF07859	Abhydrolase_3	"alpha/beta hydrolase fold"	3	0.02
PF13406	SLT_2	"Transglycosylase SLT domain"	7	0.04
PF08471	Ribonuc_red_2_N	"Class II vitamin B12-dependent ribonucleotide reductase"	3	0.02
PF00071	Ras	"Ras family"	2	0.01
PF01066	CDP-OH_P_transf	"CDP-alcohol phosphatidyltransferase"	2	0.01
PF02627	CMD	"Carboxymuconolactone decarboxylase family"	8	0.04
PF01921	tRNA-synt_1f	"tRNA synthetases class I (K)"	3	0.02
PF03334	PhaG_MnhG_YufB	"Na+/H+ antiporter subunit"	1	0.01
PF18665	TetR_C_37	"Tetracyclin repressor-like, C-terminal domain"	1	0.01
PF08443	RimK	"RimK-like ATP-grasp domain"	2	0.01
PF05229	SCPU	"Spore Coat Protein U domain"	1	0.01
PF02572	CobA_CobO_BtuR	"ATP:corrinoid adenosyltransferase BtuR/CobO/CobP"	2	0.01
PF05106	Phage_holin_3_1	"Phage holin family (Lysis protein S)"	1	0.01
PF00085	Thioredoxin	"Thioredoxin"	2	0.01
PF02530	Porin_2	"Porin subfamily"	16	0.09
PF07083	DUF1351	"Protein of unknown function (DUF1351)"	7	0.04
PF04917	Shufflon_N	"Bacterial shufflon protein, N-terminal constant region"	1	0.01
PF02096	60KD_IMP	"60Kd inner membrane protein"	3	0.02
PF14486	DUF4432	"Domain of unknown function (DUF4432)"	3	0.02
PF07819	PGAP1	"PGAP1-like protein"	1	0.01
PF01628	HrcA	"HrcA protein C terminal domain"	3	0.02
PF01668	SmpB	"SmpB protein"	1	0.01
PF09527	ATPase_gene1	"Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter"	1	0.01
PF06415	iPGM_N	"BPG-independent PGAM N-terminus (iPGM_N)"	3	0.02
PF16784	HNHc_6	"Putative HNHc nuclease"	2	0.01
PF13646	HEAT_2	"HEAT repeats"	1	0.01
PF03948	Ribosomal_L9_C	"Ribosomal protein L9, C-terminal domain"	2	0.01
PF02878	PGM_PMM_I	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I"	1	0.01
PF06577	DUF1134	"Protein of unknown function (DUF1134)"	1	0.01
PF13602	ADH_zinc_N_2	"Zinc-binding dehydrogenase"	4	0.02
PF05257	CHAP	"CHAP domain"	5	0.03
PF05840	Phage_GPA	"Bacteriophage replication gene A protein (GPA)"	10	0.05
PF06074	DUF935	"Protein of unknown function (DUF935)"	11	0.06
PF07728	AAA_5	"AAA domain (dynein-related subfamily)"	19	0.10
PF14297	DUF4373	"Domain of unknown function (DUF4373)"	1	0.01
PF02503	PP_kinase	"Polyphosphate kinase middle domain"	1	0.01
PF12358	DUF3644	"Protein of unknown function (DUF3644)"	2	0.01
PF04228	Zn_peptidase	"Putative neutral zinc metallopeptidase"	2	0.01
PF14905	OMP_b-brl_3	"Outer membrane protein beta-barrel family"	1	0.01
PF08275	Toprim_N	"DNA primase catalytic core, N-terminal domain"	5	0.03
PF00239	Resolvase	"Resolvase, N terminal domain"	6	0.03
PF13532	2OG-FeII_Oxy_2	"2OG-Fe(II) oxygenase superfamily"	3	0.02
PF16658	RF3_C	"Class II release factor RF3, C-terminal domain"	2	0.01
PF00324	AA_permease	"Amino acid permease"	23	0.13
PF00032	Cytochrom_B_C	"Cytochrome b(C-terminal)/b6/petD"	4	0.02
PF00777	Glyco_transf_29	"Glycosyltransferase family 29 (sialyltransferase)"	1	0.01
PF03626	COX4_pro	"Prokaryotic Cytochrome C oxidase subunit IV"	2	0.01
PF11790	Glyco_hydro_cc	"Glycosyl hydrolase catalytic core"	1	0.01
PF08529	NusA_N	"NusA N-terminal domain"	1	0.01
PF04223	CitF	"Citrate lyase, alpha subunit (CitF)"	4	0.02
PF00549	Ligase_CoA	"CoA-ligase"	1	0.01
PF00293	NUDIX	"NUDIX domain"	6	0.03
PF05592	Bac_rhamnosid	"Bacterial alpha-L-rhamnosidase concanavalin-like domain"	3	0.02
PF17941	PP_kinase_C_1	"Polyphosphate kinase C-terminal domain 1"	3	0.02
PF05926	Phage_GPL	"Phage head completion protein (GPL)"	4	0.02
PF17481	Phage_sheath_1N	"Phage tail sheath protein beta-sandwich domain"	4	0.02
PF05449	Phage_holin_3_7	"Putative 3TM holin, Phage_holin_3"	3	0.02
PF10613	Lig_chan-Glu_bd	"Ligated ion channel L-glutamate- and glycine-binding site"	1	0.01
PF12161	HsdM_N	"HsdM N-terminal domain"	2	0.01
PF04377	ATE_C	"Arginine-tRNA-protein transferase, C terminus"	1	0.01
PF00106	adh_short	"short chain dehydrogenase"	28	0.15
PF06325	PrmA	"Ribosomal protein L11 methyltransferase (PrmA)"	8	0.04
PF05496	RuvB_N	"Holliday junction DNA helicase RuvB P-loop domain"	8	0.04
PF00707	IF3_C	"Translation initiation factor IF-3, C-terminal domain"	1	0.01
PF09693	Phage_XkdX	"Phage uncharacterised protein (Phage_XkdX)"	10	0.05
PF06763	Minor_tail_Z	"Prophage minor tail protein Z (GPZ)"	3	0.02
PF05958	tRNA_U5-meth_tr	"tRNA (Uracil-5-)-methyltransferase"	3	0.02
