#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	sprot_id	sprot_desc	Taxonomy
metaerg.pl|14519	NODE_10612_length_250_cov_1.45128	3	248	246	-1	No	0	sp|Q9ZD73|Y471_RICPR	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|14530	NODE_10587_length_250_cov_1.43077	2	250	249	-1	No	0	sp|B7UIA9|ARAB_ECO27	"Ribulokinase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|14557	NODE_10616_length_250_cov_0.974359	2	250	249	1	No	0	sp|P10486|T1R1_ECOLX	"Type I restriction enzyme EcoR124II R protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Actinobacillus;s__Actinobacillus capsulatus
metaerg.pl|14508	NODE_10561_length_250_cov_0.953846	2	250	249	-1	No	0	sp|O07576|YHDG_BACSU	"Uncharacterized amino acid permease YhdG"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|14520	NODE_10592_length_250_cov_0.948718	3	248	246	1	No	0	sp|Q5FJU0|SYGB_LACAC	"Glycine--tRNA ligase beta subunit"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|14532	NODE_10611_length_250_cov_1.46154	2	250	249	-1	No	0	sp|P45210|MOEA_HAEIN	"Molybdopterin molybdenumtransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|14531	NODE_10551_length_250_cov_0.958974	3	248	246	1	No	0	sp|P21628|BRAE_PSEAE	"High-affinity branched-chain amino acid transport system permease protein BraE"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14552	NODE_10596_length_250_cov_0.953846	3	248	246	1	No	0	sp|P74956|LON_VIBPA	"Lon protease"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14548	NODE_10593_length_250_cov_1.90769	2	220	219	1	No	0	sp|P37518|YCHF_BACSU	"Ribosome-binding ATPase YchF"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|14499	NODE_10607_length_250_cov_1.49231	1	249	249	-1	No	0	sp|O33730|Y1503_SHEFN	"Uncharacterized oxidoreductase Sfri_1503"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14558	NODE_10602_length_250_cov_2.24103	3	248	246	1	No	0	sp|Q7NS72|DCD_CHRVO	"dCTP deaminase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_G
metaerg.pl|14502	NODE_10533_length_250_cov_0.958974	3	248	246	-1	No	0	sp|O34512|YFMM_BACSU	"Uncharacterized ABC transporter ATP-binding protein YfmM"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|14513	NODE_10536_length_250_cov_1.89744	1	249	249	1	No	0	sp|Q6LQ49|NORM_PHOPR	"Multidrug resistance protein NorM"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|14528	NODE_10521_length_250_cov_2.47179	2	250	249	-1	No	0	sp|A8HS10|ATPB_AZOC5	"ATP synthase subunit beta"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14533	NODE_10572_length_250_cov_0.953846	1	192	192	-1	No	0	sp|P75863|YCBX_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|14525	NODE_10523_length_250_cov_1.44615	2	250	249	1	No	0	sp|A0R758|LERK_MYCS2	"L-erythrulose 1-kinase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|14575	NODE_10707_length_249_cov_1.2732	3	248	246	1	No	0	sp|Q5FIP3|SYL_LACAC	"Leucine--tRNA ligase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus apis
metaerg.pl|14596	NODE_10648_length_249_cov_0.963918	1	249	249	-1	No	0	sp|Q92EE1|LMRB_LISIN	"Lincomycin resistance protein LmrB"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|14591	NODE_10710_length_249_cov_0.984536	2	247	246	-1	No	0	sp|P37734|MODA_AZOVI	"Molybdate-binding protein ModA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|14630	NODE_10712_length_249_cov_1.23711	1	249	249	1	No	0	sp|B4EW46|HLDE_PROMH	"Bifunctional protein HldE"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|14619	NODE_10683_length_249_cov_2.04124	2	247	246	1	No	0	sp|P75981|JAYE_ECOLI	"Putative protein JayE"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|14595	NODE_10632_length_249_cov_1.90722	3	248	246	-1	No	0	sp|B2S602|FABZ_BRUA1	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14573	NODE_10692_length_249_cov_3.58763	3	248	246	1	No	0	sp|P37624|RBBA_ECOLI	"Ribosome-associated ATPase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|14605	NODE_10647_length_249_cov_0.958763	2	247	246	1	No	0	sp|Q5PJG1|RF2_SALPA	"Peptide chain release factor 2"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A
metaerg.pl|14572	NODE_10695_length_249_cov_0.840206	2	205	204	1	No	0	sp|A0A0H3JGH6|YGEA_ECO57	"L-aspartate/glutamate-specific racemase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|14626	NODE_10663_length_249_cov_0.958763	2	247	246	-1	No	0	sp|P19567|AZUP_ACHCY	"Pseudoazurin"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14569	NODE_10682_length_249_cov_0.948454	8	247	240	-1	No	0	sp|A9HFN0|MURA_GLUDA	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|14629	NODE_10643_length_249_cov_0.969072	2	247	246	-1	No	0	sp|Q043U6|SCPB_LACGA	"Segregation and condensation protein B"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus apis
metaerg.pl|14604	NODE_10684_length_249_cov_0.963918	1	249	249	1	No	0	sp|Q57742|HELX_METJA	"Uncharacterized ATP-dependent helicase MJ0294"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14628	NODE_10641_length_249_cov_0.963918	1	249	249	-1	No	0	sp|Q59106|ODO1_CUPNH	"2-oxoglutarate dehydrogenase E1 component"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14616	NODE_10694_length_249_cov_0.835052	2	247	246	1	No	0	sp|Q4UML9|Y338_RICFE	"Uncharacterized zinc protease RF_0338"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14578	NODE_10688_length_249_cov_0.953608	2	247	246	1	No	0	sp|Q6D554|ISPE_PECAS	"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|14609	NODE_10699_length_249_cov_1.27835	3	248	246	-1	No	0	sp|Q2YJN7|DAPB_BRUA2	"4-hydroxy-tetrahydrodipicolinate reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14590	NODE_10668_length_249_cov_1.8866	2	247	246	1	No	0	sp|Q9JVE0|TRPA_NEIMA	"Tryptophan synthase alpha chain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14585	NODE_10659_length_249_cov_0.953608	3	248	246	1	No	0	sp|P55339|ECSA_BACSU	"ABC-type transporter ATP-binding protein EcsA"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus apis
metaerg.pl|14611	NODE_10701_length_249_cov_1.4433	2	247	246	-1	No	0	sp|Q8YB50|FUMC_BRUME	"Fumarate hydratase class II"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14600	NODE_10626_length_249_cov_0.969072	3	248	246	-1	No	0	sp|Q9Z3S2|G6PD_RHIME	"Glucose-6-phosphate 1-dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14571	NODE_10669_length_249_cov_0.958763	2	247	246	1	No	0	sp|O32333|PTHB_CLOB8	"PTS system glucitol/sorbitol-specific EIIB component"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|14592	NODE_10676_length_249_cov_1.90722	14	247	234	-1	No	0	sp|Q5NLV5|Y1681_ZYMMO	"Uncharacterized transporter ZMO1681"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14615	NODE_10634_length_249_cov_0.953608	2	247	246	-1	No	0	sp|B4RCN8|CLPX_PHEZH	"ATP-dependent Clp protease ATP-binding subunit ClpX"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|14566	NODE_10689_length_249_cov_2.15979	1	213	213	-1	No	0	sp|P23355|PTFBC_XANCP	"PTS system fructose-specific EIIB'BC component"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp001898925
metaerg.pl|14691	NODE_10722_length_248_cov_0.968912	2	247	246	-1	No	0	sp|Q7N145|MURD_PHOLL	"UDP-N-acetylmuramoylalanine--D-glutamate ligase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|14701	NODE_10730_length_248_cov_2.07772	2	247	246	1	No	0	sp|P46392|BCCA_MYCLE	"Acetyl-/propionyl-coenzyme A carboxylase alpha chain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14636	NODE_10761_length_248_cov_0.968912	2	247	246	-1	No	0	sp|P0A9H8|CFA_ECOL6	"Cyclopropane-fatty-acyl-phospholipid synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14681	NODE_10805_length_248_cov_1.72539	2	247	246	1	No	0	sp|Q8G2M7|BEPD_BRUSU	"Efflux pump periplasmic linker BepD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14642	NODE_10743_length_248_cov_0.974093	2	247	246	-1	No	0	sp|A1URX1|COXX_BARBK	"Protoheme IX farnesyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|14712	NODE_10796_length_248_cov_1.41969	3	248	246	-1	No	0	sp|O87579|PBPA_NEILA	"Penicillin-binding protein 1A"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14672	NODE_10801_length_248_cov_3.72539	2	247	246	1	No	0	sp|Q57RA9|GSID_SALCH	"Glutathione transport system permease protein GsiD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14682	NODE_10756_length_248_cov_0.968912	1	186	186	-1	No	0	sp|B2SCY9|HIS1_BRUA1	"ATP phosphoribosyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|14640	NODE_10795_length_248_cov_0.927461	2	247	246	-1	No	0	sp|Q8X5U9|UVRA_ECO57	"UvrABC system protein A"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|14638	NODE_10821_length_248_cov_1.26425	1	246	246	1	No	0	sp|O05073|VPI_HAEIN	"Mu-like prophage FluMu I protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella sp900094895
metaerg.pl|14671	NODE_10778_length_248_cov_0.968912	2	247	246	-1	No	0	sp|P0A252|AHPC_SALTI	"Alkyl hydroperoxide reductase C"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14707	NODE_10798_length_248_cov_0.88601	2	247	246	-1	No	0	sp|A6WX71|PDRP_OCHA4	"Putative pyruvate, phosphate dikinase regulatory protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14702	NODE_10765_length_248_cov_0.968912	1	237	237	1	No	0	sp|A8GUH3|LIPA_RICB8	"Lipoyl synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|14635	NODE_10764_length_248_cov_0.963731	1	246	246	-1	No	0	sp|Q92I22|SUCD_RICCN	"Succinate--CoA ligase [ADP-forming] subunit alpha"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14660	NODE_10820_length_248_cov_1.52332	2	247	246	1	No	0	sp|Q9Z3S1|6PGL_RHIME	"6-phosphogluconolactonase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14634	NODE_10748_length_248_cov_0.968912	1	216	216	1	No	0	sp|Q73XV3|MBTI_MYCPA	"Salicylate synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|14675	NODE_10729_length_248_cov_1.45596	22	246	225	-1	No	0	sp|A8YVM7|ERA_LACH4	"GTPase Era"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|14700	NODE_10788_length_248_cov_0.974093	3	248	246	-1	No	0	sp|B2S5B8|SYS_BRUA1	"Serine--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|14651	NODE_10737_length_248_cov_1.92228	2	247	246	1	No	0	sp|O69177|LON_RHIME	"Lon protease"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14699	NODE_10670_length_248_cov_0.958763	44	247	204	1	No	0	sp|P0CAU3|DKSA_CAUVC	"RNA polymerase-binding transcription factor DksA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14704	NODE_10794_length_248_cov_0.948187	2	247	246	1	No	0	sp|Q8UDM9|MURC_AGRFC	"UDP-N-acetylmuramate--L-alanine ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14708	NODE_10797_length_248_cov_1.35751	2	247	246	1	No	0	sp|P45118|ODP2_HAEIN	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|14710	NODE_10782_length_248_cov_0.963731	34	246	213	-1	No	0	sp|Q4L751|Y1215_STAHJ	"Putative universal stress protein SH1215"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|14688	NODE_10790_length_248_cov_0.963731	2	247	246	1	No	0	sp|O30019|PYCA_ARCFU	"Pyruvate carboxylase subunit A"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|14705	NODE_10783_length_248_cov_2.22798	1	246	246	1	No	0	sp|Q9I3D1|DLDH2_PSEAE	"Dihydrolipoyl dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14641	NODE_10757_length_248_cov_0.963731	3	248	246	-1	No	0	sp|B3WEU0|TRMD_LACCB	"tRNA (guanine-N(1)-)-methyltransferase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|14654	NODE_10814_length_248_cov_1.34197	2	247	246	-1	No	0	sp|P37617|ZNTA_ECOLI	"Zinc/cadmium/lead-transporting P-type ATPase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14706	NODE_10815_length_248_cov_1.48705	2	247	246	-1	No	0	sp|P94461|PRIA_BACSU	"Primosomal protein N'"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|14798	NODE_10836_length_247_cov_0.979167	2	247	246	-1	No	0	sp|Q0AA41|TTCA_ALKEH	"tRNA-cytidine(32) 2-sulfurtransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14766	NODE_10904_length_247_cov_0.979167	2	247	246	1	No	0	sp|P44280|Y1637_HAEIN	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14770	NODE_10852_length_247_cov_1.45312	2	247	246	-1	No	0	sp|Q55106|CMPB_SYNE7	"Bicarbonate transport system permease protein CmpB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14750	NODE_10873_length_247_cov_0.96875	63	245	183	-1	No	0	sp|P94132|ETFD_ACIAD	"Probable electron transfer flavoprotein-ubiquinone oxidoreductase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14774	NODE_10942_length_247_cov_2.23438	2	247	246	-1	No	0	sp|C1DDB1|GPMI_LARHH	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14730	NODE_10884_length_247_cov_0.973958	2	196	195	-1	No	0	sp|A8GFK7|MDTH_SERP5	"Multidrug resistance protein MdtH"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|14732	NODE_10938_length_247_cov_1.24479	1	246	246	1	No	0	sp|P23886|CYDC_ECOLI	"ATP-binding/permease protein CydC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|14729	NODE_10864_length_247_cov_0.973958	3	197	195	-1	No	0	sp|Q6MEF3|LEPA_PARUW	"Elongation factor 4"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|14759	NODE_10874_length_247_cov_0.973958	3	227	225	1	No	0	sp|Q98HR4|KITH_RHILO	"Thymidine kinase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|14767	NODE_10838_length_247_cov_0.963542	1	213	213	1	No	0	sp|Q8ZQX1|FLAV_SALTY	"Flavodoxin 1"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|14724	NODE_10882_length_247_cov_0.958333	1	225	225	1	No	0	sp|P77234|YBEQ_ECOLI	"Sel1-repeat-containing protein YbeQ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|14791	NODE_10845_length_247_cov_0.96875	1	246	246	1	No	0	sp|P33916|YEJF_ECOLI	"Uncharacterized ABC transporter ATP-binding protein YejF"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|14765	NODE_10923_length_247_cov_0.828125	2	247	246	1	No	0	sp|A6X053|COBD_OCHA4	"Cobalamin biosynthesis protein CobD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|14749	NODE_10862_length_247_cov_1.6875	3	224	222	1	No	0	sp|O54067|LPSL_RHIME	"UDP-glucuronate 5'-epimerase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14797	NODE_10828_length_247_cov_0.96875	2	247	246	-1	No	0	sp|Q9JZR3|RLMB_NEIMB	"23S rRNA (guanosine-2'-O-)-methyltransferase RlmB"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|14717	NODE_10832_length_247_cov_0.96875	1	246	246	1	No	0	sp|Q8UEM4|NRDJ_AGRFC	"Vitamin B12-dependent ribonucleotide reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|14796	NODE_10860_length_247_cov_0.973958	3	245	243	-1	No	0	sp|B3WAM7|RPOC_LACCB	"DNA-directed RNA polymerase subunit beta'"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|14742	NODE_10835_length_247_cov_2.88021	2	247	246	-1	No	0	sp|Q52675|DSTOR_RHOCA	"Dimethyl sulfoxide/trimethylamine N-oxide reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14789	NODE_10905_length_247_cov_1.46354	3	245	243	1	No	0	sp|C0SP82|YOAE_BACSU	"Probable oxidoreductase YoaE"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|14790	NODE_10922_length_247_cov_0.911458	2	247	246	1	No	0	sp|Q6FE14|DAPE_ACIAD	"Succinyl-diaminopimelate desuccinylase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
